x1,x2
2.8716075342612557,3.042401415647464
3.688130107421388,2.971806837863272
3.2230202740218954,2.7995946676537886
3.587299502409362,3.2657857787582047
3.8764235403623912,2.6517500373763747
3.584092145446166,2.9574036159537465
3.3677180283783517,3.1406390489119005
3.5426796887687315,3.1850688370270506
3.0298850827314663,2.7375660074917394
3.920053896431189,2.922799636381706
3.5071050393062637,3.369133209215115
3.5622050753262866,3.1912829208402136
3.7131021877353145,2.25916768368605
3.2285174456938126,3.164012028774857
3.88567550747018,3.0231334458795205
3.1043492383853666,2.7136698826363244
3.709351421208576,2.9237792461628396
3.397479983973382,3.215260567820312
2.3844667110572475,3.7001286290278284
3.1441241577321284,3.08467772931575
2.8033560452763053,2.8521106113582366
3.8356408162277837,2.3293414871169427
3.794170030516199,2.9042063663186655
3.570507554077067,3.2301335447197888
3.554497524821824,2.697267271929211
3.2724077987127416,2.4884553379622147
3.5721287160558277,3.595719303905574
2.7614456896632382,2.7334239328516876
3.336378653440973,3.060669498299744
3.707711705502049,2.946730006874817
3.2894144457440224,3.386095747124409
3.631698448472157,3.1886422914953845
3.43938049905584,3.3441032738219505
3.170291713069407,2.7225570012348728
3.661135345404263,2.431237410763582
3.4322628283727705,2.8892045767081207
2.9079858442714652,2.6740563470993073
3.3618583676966276,3.361887139774658
3.1714647030597662,3.4246834899667475
3.4221127296447804,3.45863464575949
3.188427936926983,2.982916644163121
3.528969261167948,2.937171338040471
3.7335584515008327,2.227352696148407
4.247841938576479,3.3002211124483067
3.339263859837744,2.8066874142479294
3.0967527859930057,3.225965415959408
3.748243584077324,2.9431158551545353
3.787446644542476,2.682458983633607
3.020666202504607,3.634669421835942
3.60688801473849,3.488896870634665
3.1011211020643072,2.6767661128809443
3.27448673818986,2.711579405461346
3.646877823579958,2.737105880075744
2.9899155496764482,3.0497053942893313
2.9485048384611754,2.3701876239836137
3.446640031851447,2.3877729849464266
3.6713477887033976,2.5116331958115214
2.6157641747530884,2.897171172450722
3.4506080761537694,3.1720162722886793
3.4602054946555487,2.6292405826087903
3.649571413324311,3.3360484772679113
2.977983255040561,2.936647851469135
3.303945990511843,3.077133553975812
3.3282766728790616,2.976242779774458
3.6246354355845916,2.6101514151396032
3.6580805973412884,3.3993964560359378
3.9719472477211037,2.2498214365519242
3.3359844200096735,2.312214798976244
2.5477277085795116,3.0504325666626175
3.2602968725023733,3.1049478331197613
3.5701446915305604,3.436763585337772
3.418872148857023,4.023174466061681
3.5072434492448243,3.644867665598524
2.583506769816513,3.4724088353427187
3.3367338285715538,2.318078459200455
3.547190788229842,2.893965561705489
3.6030186369568495,3.353876760142877
2.878797459133441,3.355221643859305
3.4022678194772507,3.4734944111426453
3.328198119850746,2.8353568876140027
3.409468914241133,3.0356512472329484
3.1680253194778927,2.826293344165651
2.9705935629201736,2.847874218573432
3.6367085209991523,2.9519260391328497
3.7531728536165647,2.9350996863214243
2.89896870079684,3.209046210644804
3.164231900638309,2.9183214489327627
3.833150216619441,2.5936953390974704
3.4576603256125344,2.9858185774874726
3.645324000402986,3.299303677918708
3.4923436514871122,2.87386887369686
3.565680376409086,3.4674795640005964
3.3904485211261046,2.9064603599519407
3.5358595901837964,3.013554457129364
2.9318017016287703,3.0837657801391183
2.9286331569326824,3.131068226242956
3.1210000464577012,3.012906181465221
3.5367078671697327,3.85886617108025
3.6599624866254232,3.477679583409817
4.055111736542873,3.1712395709498056
3.4999914300935195,2.6266476119108244
3.359179523659862,2.7469192946274483
3.259629402456465,3.654732181667364
3.4401175282199965,2.693435147799362
3.8810867091419565,3.334346416683107
3.752678722410139,2.297854428914162
4.08203483520252,2.8045198402671394
3.6722841704774645,3.883329926715961
4.154366461866716,2.6578532560845596
2.8944189320492044,3.5006213095967746
3.4497195340578997,2.824691495544272
3.6174264914286667,2.942992147889196
3.6454634479670602,3.0234436327365564
3.652835774914858,2.686913558802264
3.898561704596422,3.2441681797563535
3.6262040792912504,2.6088155255458023
3.9948713458254863,2.995199365221806
3.654817101850444,2.887011437688687
3.491311172638734,3.1039945732417915
2.4130241737988025,3.203856843629191
